product name,asin,brand name,mrp,sale price,discount percentage,product description,date first available,number of reviews,seller name
Raja Surgicals Latex Medical Examination Disposable Hand Gloves Blue Medium 100 Pieces,B07WGYJ4JM,Raja Surgicals,3500,500,86%,Every day we are exposed to germs bacteria viruses mold solvents chemicals or cancer-causing agents that can enter the body through our hands and skin. These hazards live on the surface of hands and can be transmitted through touch. Disposable gloves are effective in minimizing transfer risks and protecting public health. Not all gloves are equal!â€š the Raja Surgicals has built an industry-leading reputation for consistent quality and fair. The gloves you buy today will perform equal or better than the gloves you bought previously. Our gloves are less likely to rip or tear. We avoid cost-cutting and material reformulations that often result in inferior products or health risks. Choose the right glove for the right application. glove variables include material comfort fit durability and personal preference. latex is the material of choice for many labs medical offices cleaning companies and law enforcement agencies. around the home latex gloves can be used indoors or outdoors in the kitchen or garage for lawn equipment repair cleaning personal care painting arts and crafts.,15-08-19 0:00,0,RS Store's
Recombigen Disposable Stretchable Blue Bouffant Hair caps/Surgical Caps/Cooking Caps/Salon Caps 100pcs,B07SM8DDXN,Recombien,345,195,43%,Disposable Cap is made from spun bond polymer non-woven fabric spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibres so it has excellent water repellency and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,03-06-19 0:00,0,Recombigen Laboratories Pvt ltd
Uniform Craft Polyester and Cotton Twill Bright Blue Nurse Uniform Medium NT01 Bright blue_M,B07FSC7F63,UNIFORM CRAFT,900,850,6%,Uniform Craft Women's Polyester and Cotton Twill Nurse Uniforms - Idle for Medical scrubs for Women | Scrub suit for Women | Scrub Suit for Nurses | Hospital Uniform. Closure Type : Top -Button Front: Pant : Drawstring Sleeve : Half Sleeve Fit : Regular Fit Target Audience : Women,23-07-18 0:00,8,UNIFORM CRAFT
Surgical e studio Surgeon Scrub Suit Medium Grey,B01FFWBWKO,Surgical e studio,1549,1549,,Surgical e Studio is an ISO 9001 : 2008 Certified Company. The Company is into the Marketing & Distribution of Name Customized Surgeon Scrubs Aprons Hospital Uniforms along with Sterile Surgical Disposables Sterile Disposable Kits etc. For more details please call or whatsapp on +91- 9958080220. The company believes in Customising its products to best suit your needs.,10-05-16 0:00,5,Surgical e Sstudio
3M 9004IN Particulate Respirator Mask for protection against foreign particles Reusable Mask pcs of 10,B084MML4DH,Lotus,,,,,02-02-20 0:00,1,
Stoe Sterile Surgical gloves/Powder Free/Size 8.0/50 pairs,B073TXX99W,Stoe,,,,50 Pair box Total 50 pairs per box Non-slip flock lining grip helps to hold items,15-11-17 0:00,0,
Antil's Disposable 3ply Surgical Elastic Face Mask Pack of 4,B085LPVZP3,Antil's,399,230,42%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,07-03-20 0:00,0,Antil's Hub
Generic Disposable 3 Ply Face Mask - Tie On Pack of 100,B07GSZR8LJ,Generic,2500,1800,28%,Disposable 3 Ply Face Mask - Tie On (Pack of 100) protection ear loop Used in medical dental laboratory food sectors school household industry and multi-purpose Easy breathable effective multilayer bacterial filter Soft lightweight comfortable and easy to wear The soft fabric of the masks makes it gentle to skin. Itâ€™s hygienic so you can wear it to save yourself from other unhygienic dust or air. Most important of all they have no chemical odor. The mask is designed so uniquely that it can fit children as well as adults.,22-08-18 0:00,0,PRE KARE HEALTH PRODUCTS
Jupiter Industries Leather Welder Gloves 10-inch Colours May Vary - Pack of 2 Pairs,B07739YN72,Jupiter Industries,999,449,55%,Superior quality Safety Equipments for industrial usage. These are known for their light weight durability and low maintenance features. Our products are manufactured in accordance with international industrial standards. Split aprons that are widely demanded for their durability and excellent finish. These are widely used in the industrial labs welding areas chemical companies and others. Our range is available with easily adjustable ties and web belt for perfect grip.,01-11-17 0:00,20,Jupiter Industries
Proexamine SurgicalsÂ® Surgeon Gown Set of Face Mask and Cap Cotton Reusable 10,B07P9PGWFJ,Proexamine Surgicals,9899,6440,35%,Hard working classic Reusable Surgeons Gown Set (1 Gown + 1 Face Mask + 1 Cap) right balance of comfort and protection for the widest range of procedures. Made with high quality heavy duty durable cotton fabric Universal stander size.,03-03-19 0:00,0,Proexamine Surgicals Private Limited
Handpro Disposable Stretchable Caps Cover Hair for Cooking and Hygiene Blue -100 Pieces,B07PG2GYTD,HandPRO,299,149,50%,Disposable Cap is made from spun bond polymer non-woven fabric spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibres so it has excellent water repellency and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,08-03-19 0:00,105,Aurum Creations
Mra Fashion Black Print PM 2.5 Anti Pollution Activated Carbon Dust Face Mask with Breathing Valve Pack of 5,B07NY1RH8Y,Mra Fashion,,,,â—† Our environment is full of dust haze vehicle exhaust and air pollution. The dust mask can keep you from dust dirt pollen allergens fumes or particulates that effect your breath in the air. Suitable for all kinds of outdoor activities where dust may be present. Such as: Urban cycling Mountain biking Horseback riding Skiing Jogging Climbing and Motorcycling etc. Also applies to: Exhaust Viral influenza Industrial emissions Dust allergies PM2.5. â—† Â» Put the dust mask between the nose and chin. Â» Back of the mask can be fixed with a Velcro. Â» Check if it is appropriate: cover your face with your hands then breath hard and feel if there is air flow. Â» Make sure you are comfortable after wearing this mask by adjusting the back of the Velcro. Â» For maximized performance the mask must be sealed properly around the nose and mouth so that all inhaled air can pass through the filter. Â» Make sure you are comfortable after wearing this mask by adjusting the back of the Velcro. â—† Duration time for filter depends on the breathing rate of the user and the pollution level. We recommend to replace the filter once the mask is used extensively. The valve should be replaced if damaged. â—† Please kindly know that measurement of size above is for your reference there might be slight allowable discrepancy. The color of the item might appear slightly different because of different screen display setting.,20-02-19 0:00,2,
Securement Packaging Solutions Plastic Polybags with Document Pouch 6x8-Inch - Pack of 100,B07DXXVSC3,Securement,399,175,56%,Tamper proof courier bags comes along with a pod pouch to keep your products steady and safe. Loaded with hot melt pressure sensitive adhesive strip to seal them permanently. These bags are water and dust proof and its long lasting glossy finish gives your brand a professional touch. Great for packaging gifts garments non-fragile items documents bags apparels accessories. The most secured and cost-effective poly bags which saves shipment-costs upto 50% than normal corrugated boxes.,21-06-18 0:00,10,Zenith International
IS IndoSurgicals LED Laryngoscope Set with Adult Macintosh 1 2 3 and 4 Type Blade,B01AGCRCVQ,IS IndoSurgicals,2999,2299,23%,,11-01-16 0:00,35,INDOSURGICALS PRIVATE LIMITED
FAB UNIFORMS Scrub Suit OT Set Green 42,B07H5PJGGT,FAB UNIFORMS,,,,This scrub set from Fabuniforms works tough fits comfortably and offers extraordinary value. The scrub pants have a classic drawstring waist and a useful chest pocket one front utility pocket and pocket on the Lower. The pockets and seams are reinforced to stand up to the stress of your busy day. Fabuniforms Unisex Scrub Set (Bottle Green) Polyester /Cotton easy care fabric Dolman sleeves Color:- Bottle Green Size:- 38 40 and 42 One chest pocket Drawstring waist Scrub Pant One Pocket on the Lower One Front Patch utility pocket Suitable for all Medical professionals such as Doctors and Nurse. Laundry friendly,06-09-18 0:00,1,
HandPro Latex Medical Examination Disposable Powderd Hand Gloves Medium LARGE 100,B07Q6S87NN,HandPRO,700,349,50%,Every day we are exposed to germs bacteria viruses mold solvents chemicals or cancer-causing agents that can enter the body through our hands and skin. These hazards live on the surface of hands and can be transmitted through touch. Disposable gloves are effective in minimizing transfer risks and protecting public health. Not all gloves are equal! The HandPro has built an industry-leading reputation for consistent quality and fair price. The gloves you buy today will perform equal or better than the gloves you bought previously. Our gloves are less likely to rip or tear. We avoid cost-cutting and material reformulations that often result in inferior products or health risks. Choose the right glove for the right application. Glove variables include material price comfort fit durability and personal preference. Latex is the material of choice for many labs medical offices cleaning companies and law enforcement agencies. Around the home Latex gloves can be used indoors or outdoors in the kitchen or garage for lawn equipment repair cleaning personal care painting arts and crafts.,30-03-19 0:00,12,E T S
CHOTHANI Disposable Face Masks Elastic Ear Loop Type Mask and RespiratorPollutionAnti Virus Pack of 5,B085MGC6SC,Generic,,,,Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,18-12-19 0:00,0,
Microsidd Mayo Surgical Scissor 6.5 Inches Length,B01MSXRBC7,MICROSIDD,999,399,60%,Mayo Dissecting Scissors are an extra light and extra delicate version of the standard Mayo scissors that offer the surgeon the highest degree of precision with the least amount of fatigue while maintaining structural integrity and strength. Mayo Dissecting Scissors are a versatile instrument that can be used in multiple procedures and settings. They are available straight or curved in a variety of lengths with a standard beveled blade. While the curved instrument is most commonly utilized for cutting or dissecting dense or deep tissue and the straight version is typically used for cutting surface tissue or sutures both may be used interchangeably depending on procedure and physician preference. This product is curved with delicate smooth blunt/blunt tips and a length of 6-1/2 inches straight type. Fine quality product from the house of MICROSIDD,09-12-16 0:00,0,MICROSIDD INDIA
